filename,abs_filepath,emotion
Ses04F_script01_1_M033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M033.wav,Frustration Sadness Neutral
Ses04F_script01_1_F006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F006.wav,Frustration Sadness
Ses04F_script01_1_F012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F012.wav,Anger Frustration
Ses04F_script01_1_F013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F013.wav,Anger
Ses04F_script01_1_F007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F007.wav,Fear Sadness Other
Ses04F_script01_1_M032,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M032.wav,Frustration Sadness Neutral
Ses04F_script01_1_M026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M026.wav,Frustration Sadness Neutral
Ses04F_script01_1_M003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M003.wav,Frustration Sadness Neutral
Ses04F_script01_1_M017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M017.wav,Sadness Neutral
Ses04F_script01_1_F022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F022.wav,Anger
Ses04F_script01_1_F036,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F036.wav,Anger
Ses04F_script01_1_F037,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F037.wav,Anger
Ses04F_script01_1_F023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F023.wav,Anger Frustration
Ses04F_script01_1_M016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M016.wav,Frustration Neutral
Ses04F_script01_1_M002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M002.wav,Frustration Sadness Neutral
Ses04F_script01_1_M028,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M028.wav,Anger Frustration
Ses04F_script01_1_M014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M014.wav,Frustration
Ses04F_script01_1_M000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M000.wav,Frustration Neutral
Ses04F_script01_1_F009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F009.wav,Surprise Frustration
Ses04F_script01_1_F035,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F035.wav,Surprise Anger
Ses04F_script01_1_F021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F021.wav,Anger Frustration
Ses04F_script01_1_F020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F020.wav,Frustration Sadness Neutral
Ses04F_script01_1_F034,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F034.wav,Surprise Anger Frustration
Ses04F_script01_1_F008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F008.wav,Fear Sadness Other
Ses04F_script01_1_M001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M001.wav,Frustration Sadness Neutral
Ses04F_script01_1_M015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M015.wav,Frustration
Ses04F_script01_1_M029,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M029.wav,Anger Frustration
Ses04F_script01_1_M011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M011.wav,Anger Frustration Sadness
Ses04F_script01_1_M005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M005.wav,Sadness Neutral
Ses04F_script01_1_M039,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M039.wav,Anger Frustration
Ses04F_script01_1_F030,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F030.wav,Anger Frustration
Ses04F_script01_1_F024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F024.wav,Anger Frustration
Ses04F_script01_1_F018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F018.wav,Frustration Neutral
Ses04F_script01_1_F019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F019.wav,Anger
Ses04F_script01_1_F025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F025.wav,Frustration Neutral
Ses04F_script01_1_F031,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F031.wav,Frustration
Ses04F_script01_1_M038,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M038.wav,Anger Frustration
Ses04F_script01_1_M004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M004.wav,Sadness Neutral
Ses04F_script01_1_M010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M010.wav,Anger Frustration
Ses04F_script01_1_M006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M006.wav,Frustration Sadness Neutral
Ses04F_script01_1_M012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M012.wav,Anger Frustration
Ses04F_script01_1_F027,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F027.wav,Anger Frustration
Ses04F_script01_1_F033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F033.wav,Frustration Sadness Neutral
Ses04F_script01_1_F032,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F032.wav,Anger Frustration
Ses04F_script01_1_F026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F026.wav,Anger Frustration Neutral
Ses04F_script01_1_M013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M013.wav,Anger Frustration
Ses04F_script01_1_M007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_M007.wav,Frustration
Ses04F_script01_1_F041,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F041.wav,Anger
Ses04F_script01_1_F040,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F040.wav,Anger Frustration
Ses04F_script01_1_F042,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F042.wav,Anger
Ses04F_script01_1_F043,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F043.wav,Anger Frustration Sadness
Ses04F_script01_1_F044,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script01_1/Ses04F_script01_1_F044.wav,Anger Frustration
Ses04F_script03_2_F044,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F044.wav,Anger
Ses04F_script03_2_F043,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F043.wav,Anger
Ses04F_script03_2_F042,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F042.wav,Anger
Ses04F_script03_2_F040,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F040.wav,Anger
Ses04F_script03_2_F041,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F041.wav,Anger
Ses04F_script03_2_F026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F026.wav,Anger Frustration
Ses04F_script03_2_F032,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F032.wav,Anger Frustration Sadness
Ses04F_script03_2_M007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M007.wav,Anger
Ses04F_script03_2_M013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M013.wav,Anger Frustration
Ses04F_script03_2_M012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M012.wav,Frustration Neutral
Ses04F_script03_2_M006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M006.wav,Anger
Ses04F_script03_2_F033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F033.wav,Anger Frustration Sadness
Ses04F_script03_2_F027,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F027.wav,Anger Frustration
Ses04F_script03_2_F031,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F031.wav,Anger Frustration
Ses04F_script03_2_F025,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F025.wav,Anger Frustration
Ses04F_script03_2_F019,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F019.wav,Anger Frustration
Ses04F_script03_2_M010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M010.wav,Frustration Neutral
Ses04F_script03_2_M004,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M004.wav,Anger Frustration Neutral
Ses04F_script03_2_M038,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M038.wav,Anger Frustration Neutral
Ses04F_script03_2_M039,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M039.wav,Anger Frustration
Ses04F_script03_2_M005,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M005.wav,Anger
Ses04F_script03_2_M011,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M011.wav,Anger Frustration Neutral
Ses04F_script03_2_F018,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F018.wav,Anger Frustration
Ses04F_script03_2_F024,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F024.wav,Anger Frustration
Ses04F_script03_2_F030,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F030.wav,Anger Frustration
Ses04F_script03_2_F008,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F008.wav,Excited Frustration
Ses04F_script03_2_F034,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F034.wav,Anger Frustration
Ses04F_script03_2_F020,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F020.wav,Anger Frustration
Ses04F_script03_2_M029,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M029.wav,Anger Frustration Neutral
Ses04F_script03_2_M015,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M015.wav,Anger
Ses04F_script03_2_M001,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M001.wav,Anger Frustration
Ses04F_script03_2_M000,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M000.wav,Anger Neutral
Ses04F_script03_2_M014,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M014.wav,Anger Frustration
Ses04F_script03_2_M028,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M028.wav,Frustration
Ses04F_script03_2_F021,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F021.wav,Anger Frustration
Ses04F_script03_2_F035,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F035.wav,Anger Frustration
Ses04F_script03_2_F009,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F009.wav,Frustration Neutral
Ses04F_script03_2_F023,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F023.wav,Anger Frustration
Ses04F_script03_2_F037,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F037.wav,Anger
Ses04F_script03_2_M002,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M002.wav,Disgust Anger Frustration
Ses04F_script03_2_M016,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M016.wav,Anger Neutral
Ses04F_script03_2_M017,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M017.wav,Anger Frustration Neutral
Ses04F_script03_2_M003,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M003.wav,Anger Frustration
Ses04F_script03_2_F036,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F036.wav,Anger Frustration
Ses04F_script03_2_F022,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F022.wav,Anger
Ses04F_script03_2_F007,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F007.wav,Anger Excited Happiness
Ses04F_script03_2_F013,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F013.wav,Anger Frustration
Ses04F_script03_2_M026,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M026.wav,Anger Frustration Neutral
Ses04F_script03_2_M032,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M032.wav,Anger Frustration Neutral
Ses04F_script03_2_M033,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M033.wav,Anger Frustration Neutral
Ses04F_script03_2_M027,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_M027.wav,Anger Frustration
Ses04F_script03_2_F012,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F012.wav,Anger Frustration
Ses04F_script03_2_F006,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F006.wav,Excited Happiness Neutral
Ses04F_script03_2_F010,/Users/nicokalkusinski/Documents/Github repos/FYP/FYP-Speech-Emotion-Recognition/Datasets/IEMOCAP/Audio/Session4/Ses04F_script03_2/Ses04F_script03_2_F010.wav,Anger Frustration
